Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD
E0,15-08-2015,Watford,West Brom,0,0,D,0,0,D,P Tierney,16,6,5,0,13,10,2,4,1,2,0,0,2.3,3.4,3.4,2.3,3.2,3.1,2.4,3.2,2.85,2.3,3.4,3.2,2.25,3.41,3.54,2.3,3.2,3.2,2.3,3.3,3.5,45,2.4,2.25,3.51
E0,15-08-2015,West Ham,Leicester,1,2,A,0,2,A,A Taylor,10,11,3,6,11,12,8,4,1,3,1,0,2.25,3.5,3.4,2.25,3.2,3.5,2.2,3.3,3.1,2.25,3.4,3.3,2.25,3.52,3.42,2.3,3.2,3.2,2.25,3.5,3.4,45,2.35,2.25,3.52
E0,16-08-2015,Crystal Palace,Arsenal,1,2,A,1,1,D,L Mason,11,20,4,7,14,12,6,6,1,1,0,0,5.25,3.9,1.73,5,3.75,1.75,4.7,3.6,1.7,5,3.75,1.75,5.34,3.97,1.72,5,3.5,1.75,5.2,3.8,1.75,45,5.5,5,4.2
E0,16-08-2015,Man City,Chelsea,3,0,H,1,0,H,M Atkinson,18,10,8,3,19,13,5,1,4,2,0,0,2.1,3.5,3.75,2.1,3.4,3.7,2.1,3.3,3.3,2.1,3.4,3.75,2.08,3.56,3.87,2.15,3.2,3.6,2.1,3.5,3.9,43,2.17,2.09,3.56
E0,17-08-2015,Liverpool,Bournemouth,1,0,H,1,0,H,C Pawson,18,13,2,2,11,18,6,8,1,4,0,0,1.45,4.75,8,1.48,4.75,7.25,1.4,4.4,7.3,1.45,4.5,7.5,1.44,4.74,8.6,1.5,4.2,6.5,1.45,4.75,8.5,43,1.5,1.44,5
E0,22-08-2015,Crystal Palace,Aston Villa,2,1,H,0,0,D,K Stroud,16,11,6,2,12,15,6,4,3,3,0,0,1.85,3.6,4.75,1.85,3.5,4.1,1.9,3.4,3.9,1.85,3.5,4.5,1.85,3.63,4.89,1.85,3.4,4.5,1.85,3.6,4.8,41,1.9,1.83,3.7
E0,22-08-2015,Leicester,Tottenham,1,1,D,0,0,D,M Atkinson,13,19,2,6,7,14,2,7,1,4,0,0,2.63,3.6,2.75,2.65,3.3,2.65,2.6,3.2,2.6,2.7,3.4,2.7,2.69,3.52,2.75,2.7,3.1,2.7,2.7,3.5,2.7,41,2.8,2.63,3.6
E0,22-08-2015,Man United,Newcastle,0,0,D,0,0,D,C Pawson,20,7,8,0,15,11,11,5,2,2,0,0,1.36,5.25,10,1.36,5,9.25,1.35,4.8,7.6,1.36,5,9.5,1.39,5.15,9.62,1.36,5,8,1.36,5,10.5,39,1.4,1.36,5.25
E0,22-08-2015,Norwich,Stoke,1,1,D,1,1,D,M Dean,21,6,7,1,16,5,9,0,4,1,0,0,2.3,3.3,3.5,2.35,3.2,3,2.4,3.2,2.85,2.4,3.3,3.2,2.34,3.39,3.37,2.3,3.2,3.1,2.38,3.3,3.4,41,2.4,2.3,3.4
E0,22-08-2015,Sunderland,Swansea,1,1,D,0,1,A,N Swarbrick,10,20,2,9,16,9,3,4,4,2,0,0,4,3.4,2.1,3.5,3.25,2.1,3.3,3.3,2.1,4,3.25,2.1,3.79,3.45,2.14,3.75,3.2,2.1,4,3.3,2.1,40,4.1,3.74,3.6
E0,22-08-2015,West Ham,Bournemouth,3,4,A,0,2,A,J Moss,10,15,4,7,8,11,5,4,0,0,1,0,2.38,3.4,3.2,2.35,3.4,3.1,2.2,3.2,3.2,2.38,3.4,3.2,2.43,3.44,3.15,2.4,3.1,3.1,2.38,3.4,3.2,41,2.41,2.34,3.5
E0,23-08-2015,Everton,Man City,0,2,A,0,0,D,A Taylor,10,16,1,9,5,7,8,7,0,3,0,0,5,4,1.73,4.4,3.75,1.73,4.7,3.6,1.7,5,4,1.73,4.85,4.08,1.76,5,3.5,1.75,5,4,1.75,38,5,4.72,4.2
E0,23-08-2015,Watford,Southampton,0,0,D,0,0,D,A Marriner,13,14,0,5,10,11,5,2,0,2,0,0,2.8,3.3,2.75,2.65,3.25,2.6,2.6,3.2,2.6,2.75,3.3,2.7,2.76,3.36,2.78,2.7,3.1,2.7,2.8,3.3,2.75,41,2.8,2.7,3.5
E0,23-08-2015,West Brom,Chelsea,2,3,A,1,3,A,M Clattenburg,15,15,6,5,9,12,8,7,2,1,0,1,6.5,4,1.62,5.25,3.8,1.62,5.1,3.6,1.65,6,3.75,1.67,6.25,3.93,1.65,6,3.4,1.67,6.25,3.9,1.65,40,6.5,5.93,4.2
E0,24-08-2015,Arsenal,Liverpool,0,0,D,0,0,D,M Oliver,19,15,5,8,2,13,7,8,1,4,0,0,1.75,4,5,1.75,3.75,5,1.8,3.5,4.2,1.75,3.75,5,1.74,4,5.12,1.73,3.5,5,1.73,4,5.2,38,1.8,1.72,4
E0,29-08-2015,Aston Villa,Sunderland,2,2,D,2,1,H,R Madley,21,7,6,3,10,14,5,4,2,1,0,0,1.91,3.5,4.75,1.91,3.6,4.4,1.9,3.45,3.8,1.95,3.5,4.2,1.93,3.51,4.62,1.91,3.2,4.5,1.95,3.4,4.6,40,1.95,1.89,3.7
E0,29-08-2015,Bournemouth,Leicester,1,1,D,1,0,H,N Swarbrick,5,4,2,2,9,19,4,4,2,4,0,0,2.2,3.6,3.4,2.2,3.3,3.2,2.2,3.2,3.2,2.2,3.4,3.4,2.15,3.63,3.57,2.2,3.2,3.4,2.15,3.5,3.6,40,2.25,2.14,3.63
E0,29-08-2015,Chelsea,Crystal Palace,1,2,A,0,0,D,C Pawson,26,13,9,6,9,15,7,7,1,1,0,0,1.36,5,11,1.36,4.75,7.75,1.33,4.8,8.3,1.36,5,10,1.37,5.26,10.17,1.36,4.5,9.5,1.36,5,10.5,40,1.4,1.35,5.26
E0,29-08-2015,Liverpool,West Ham,0,3,A,0,2,A,K Friend,13,12,1,5,17,11,5,7,3,1,1,1,1.36,5.5,9,1.36,5,7.25,1.4,4.4,7.3,1.4,5,9,1.36,5.28,10.21,1.36,4.5,9.5,1.36,5.4,9.5,40,1.4,1.36,5.5
E0,29-08-2015,Man City,Watford,2,0,H,0,0,D,M Clattenburg,18,7,5,0,9,12,9,3,1,2,0,0,1.2,8,15,1.2,7,10.5,1.2,5.8,13,1.22,7,13,1.19,8,17.75,1.22,6,13,1.2,8,15,40,1.25,1.19,8
E0,29-08-2015,Newcastle,Arsenal,0,1,A,0,0,D,A Marriner,1,22,0,9,15,8,0,9,6,1,1,0,6,4.2,1.62,5.5,3.75,1.62,5,3.9,1.6,5.5,4,1.67,6.13,4.21,1.61,6,3.6,1.62,6.25,4.2,1.6,39,6.25,5.7,4.21
E0,29-08-2015,Stoke,West Brom,0,1,A,0,1,A,M Oliver,13,15,5,5,4,9,6,5,1,4,2,0,1.95,3.4,4.5,1.95,3.3,4,2,3.3,3.6,2,3.4,4,1.95,3.5,4.5,1.95,3.25,4.2,1.93,3.5,4.6,40,2,1.93,3.5
E0,29-08-2015,Tottenham,Everton,0,0,D,0,0,D,M Jones,20,8,6,3,20,9,6,2,4,1,0,0,2,3.5,4.2,1.95,3.4,3.75,2,3.3,3.6,2,3.5,4,1.97,3.72,4.09,2,3.25,4,1.93,3.7,4.2,40,2,1.94,3.72
E0,30-08-2015,Southampton,Norwich,3,0,H,1,0,H,J Moss,23,6,8,1,4,12,6,4,0,0,0,1,2.05,3.5,4,2.05,3.4,3.5,1.9,3.45,3.8,2.05,3.4,3.8,2.05,3.54,4,2.05,3.25,3.8,2.05,3.5,4,40,2.07,2.01,3.6
E0,30-08-2015,Swansea,Man United,2,1,H,0,0,D,M Atkinson,9,11,4,4,6,15,0,1,2,2,0,0,3.6,3.3,2.25,3.2,3.2,2.25,3.2,3.2,2.2,3.4,3.3,2.25,3.55,3.45,2.23,3.5,3,2.25,3.6,3.4,2.2,40,3.7,3.42,3.5
E0,12-09-2015,Arsenal,Stoke,2,0,H,1,0,H,J Moss,29,9,12,4,6,13,13,1,1,1,0,0,1.29,6,12,1.3,5.5,9.75,1.3,5,9,1.3,5.5,12,1.28,6.12,13,1.3,5,11,1.3,5.75,12,36,1.3,1.27,6.13
E0,12-09-2015,Crystal Palace,Man City,0,1,A,0,0,D,M Jones,10,21,2,7,13,13,4,4,2,3,0,0,5.5,4.2,1.67,5.25,3.9,1.67,5.4,3.7,1.6,5.25,4,1.67,5.75,4.16,1.65,5.5,3.8,1.62,5.5,4.2,1.65,36,6,5.44,4.25
E0,12-09-2015,Everton,Chelsea,3,1,H,2,1,H,A Marriner,14,15,9,2,12,12,7,14,2,2,0,0,4,3.6,2,3.75,3.5,2,3.6,3.3,2,4,3.4,2,4.11,3.57,2.01,4,3.1,2.05,4.1,3.6,2,37,4.11,3.91,3.7
E0,12-09-2015,Man United,Liverpool,3,1,H,0,0,D,M Oliver,9,8,3,4,6,11,4,4,1,2,0,0,2,3.4,4.33,2,3.2,4.33,1.85,3.45,4,2,3.4,4.2,1.94,3.49,4.56,1.95,3.4,4.5,1.95,3.5,4.33,37,2,1.93,3.55
E0,12-09-2015,Norwich,Bournemouth,3,1,H,1,0,H,M Atkinson,12,7,4,2,10,11,4,4,2,3,0,0,2.4,3.4,3.2,2.4,3.4,2.75,2.3,3.3,2.9,2.4,3.4,3.1,2.36,3.48,3.23,2.4,3.1,3.1,2.4,3.4,3.2,36,2.41,2.33,3.51
E0,12-09-2015,Watford,Swansea,1,0,H,0,0,D,R Madley,17,8,6,3,11,14,1,3,1,1,1,0,2.75,3.4,2.75,2.7,3.2,2.7,2.6,3.2,2.6,2.75,3.25,2.75,2.75,3.34,2.8,2.75,3,2.75,2.7,3.3,2.88,36,2.77,2.68,3.4
E0,12-09-2015,West Brom,Southampton,0,0,D,0,0,D,S Attwell,8,14,1,4,5,5,4,5,1,0,0,0,3.2,3.2,2.5,2.8,3.2,2.5,2.65,3.3,2.5,3.2,3.1,2.5,3.21,3.26,2.49,3.1,3,2.5,3.3,3.2,2.45,36,3.24,3.09,3.3
E0,13-09-2015,Leicester,Aston Villa,3,2,H,0,1,A,M Dean,21,11,6,4,8,13,4,5,2,1,0,0,1.91,3.75,4.33,1.91,3.4,4,1.85,3.45,4,1.85,3.6,4.5,1.86,3.74,4.62,1.91,3.3,4.33,1.87,3.7,4.6,37,1.95,1.86,3.8
E0,13-09-2015,Sunderland,Tottenham,0,1,A,0,0,D,C Pawson,12,15,2,4,11,12,6,8,2,1,0,0,4.33,3.6,1.95,3.75,3.4,1.95,3.6,3.3,2,4,3.6,1.95,4.32,3.65,1.94,4.2,3.25,1.95,4.4,3.6,1.93,37,4.41,4.14,3.65
E0,14-09-2015,West Ham,Newcastle,2,0,H,1,0,H,A Taylor,17,14,3,4,8,11,6,7,0,2,0,0,2.25,3.5,3.4,2.25,3.4,3,2.1,3.3,3.3,2.25,3.4,3.4,2.23,3.53,3.48,2.25,3.1,3.4,2.25,3.5,3.4,35,2.27,2.19,3.6
E0,19-09-2015,Aston Villa,West Brom,0,1,A,0,1,A,M Atkinson,13,11,3,6,10,11,2,7,2,3,0,0,2.3,3.25,3.5,2.3,3.1,3.25,2.3,3.2,3,2.3,3.25,3.3,2.32,3.23,3.57,2.3,3.2,3.2,2.3,3.2,3.6,40,2.33,2.28,3.27
E0,19-09-2015,Bournemouth,Sunderland,2,0,H,2,0,H,K Friend,15,9,5,2,14,15,7,3,2,4,0,1,1.7,4,5.5,1.72,3.7,4.6,1.75,3.5,4.5,1.73,3.75,5.25,1.71,3.99,5.35,1.73,3.6,5,1.7,3.9,5.5,40,1.75,1.7,4
E0,19-09-2015,Chelsea,Arsenal,2,0,H,0,0,D,M Dean,22,9,7,2,12,11,5,5,3,1,0,2,2.45,3.5,3,2.4,3.5,3,2.3,3.2,3,2.5,3.4,3,2.45,3.51,3.06,2.4,3.1,3.1,2.4,3.5,3.1,40,2.5,2.41,3.52
E0,19-09-2015,Man City,West Ham,1,2,A,1,2,A,R Madley,27,6,8,3,10,7,16,3,1,2,0,0,1.29,6.5,11,1.28,6,10.5,1.25,5.5,10.3,1.25,6.5,12,1.27,6.45,12.78,1.29,5,12,1.25,6.5,13,40,1.29,1.26,6.57
E0,19-09-2015,Newcastle,Watford,1,2,A,0,2,A,R East,15,13,5,4,8,12,5,5,1,2,0,0,2.5,3.3,3.1,2.5,3.2,2.8,2.4,3.3,2.75,2.45,3.4,3.1,2.54,3.36,3.04,2.5,3.2,2.9,2.5,3.3,3.13,40,2.55,2.47,3.48
E0,19-09-2015,Stoke,Leicester,2,2,D,2,0,H,A Marriner,11,12,4,5,7,12,3,4,1,4,0,0,2.5,3.4,3,2.5,3.2,2.8,2.4,3.2,2.85,2.5,3.4,3,2.47,3.41,3.1,2.5,3,3,2.45,3.4,3.13,40,2.5,2.43,3.42
E0,19-09-2015,Swansea,Everton,0,0,D,0,0,D,S Attwell,12,17,3,2,12,11,2,4,2,2,0,1,2.3,3.4,3.4,2.3,3.2,3.1,2.3,3.2,3,2.25,3.4,3.4,2.3,3.44,3.4,2.3,3.2,3.2,2.25,3.4,3.4,40,2.34,2.26,3.47
E0,20-09-2015,Liverpool,Norwich,1,1,D,0,0,D,A Taylor,23,7,7,2,4,13,6,2,1,2,0,0,1.67,4,5.75,1.67,3.8,5.5,1.55,3.9,5.6,1.67,3.8,5.5,1.68,3.94,5.81,1.67,3.6,5.5,1.67,4,5.75,40,1.68,1.64,4.1
E0,20-09-2015,Southampton,Man United,2,3,A,1,1,D,M Clattenburg,15,10,8,3,6,13,5,5,2,0,0,0,3.1,3.3,2.5,3.2,3.2,2.4,3,3.2,2.3,3.1,3.2,2.5,3.22,3.3,2.46,3,3,2.5,3.2,3.2,2.5,40,3.25,3.06,3.32
E0,20-09-2015,Tottenham,Crystal Palace,1,0,H,0,0,D,M Oliver,22,12,6,4,9,11,6,5,1,2,0,0,2,3.6,4,2,3.4,3.6,1.85,3.45,4,2,3.5,4,1.99,3.61,4.15,1.95,3.5,3.8,2,3.6,4,40,2.02,1.97,3.72
E0,26-09-2015,Leicester,Arsenal,2,5,A,1,2,A,C Pawson,16,26,7,12,9,12,6,5,1,1,0,0,4.5,4,1.8,4,3.8,1.85,3.8,3.45,1.9,4.33,3.75,1.83,4.55,3.97,1.83,4,3.75,1.85,4.4,3.9,1.85,41,4.56,4.26,4.01
E0,26-09-2015,Liverpool,Aston Villa,3,2,H,1,0,H,J Moss,21,10,12,4,8,13,11,1,0,0,0,0,1.53,4.33,7,1.53,4.2,6.5,1.5,4,6.1,1.53,4,7,1.53,4.28,7.48,1.53,3.8,7,1.55,4.1,7.5,41,1.56,1.52,4.4
E0,26-09-2015,Man United,Sunderland,3,0,H,1,0,H,M Jones,12,9,7,4,12,17,5,2,0,3,0,0,1.2,7.5,16,1.22,6.5,13,1.2,5.8,13,1.22,6.5,13,1.23,6.9,16.7,1.22,6,13,1.22,7,15,41,1.24,1.21,7.5
E0,26-09-2015,Newcastle,Chelsea,2,2,D,1,0,H,M Atkinson,11,16,5,4,12,15,4,6,1,2,0,0,6,4.2,1.62,5.75,3.9,1.62,5.4,3.7,1.6,6,4,1.62,5.98,4.16,1.63,6,3.6,1.62,6,4,1.65,41,6.1,5.62,4.2
E0,26-09-2015,Southampton,Swansea,3,1,H,1,0,H,R East,18,11,7,4,18,14,4,3,3,1,0,0,2.05,3.4,4.2,2.05,3.25,3.6,2.2,3.2,3.2,2.05,3.4,3.8,2.04,3.51,4.07,2.05,3.1,4,2.1,3.3,4.1,41,2.2,2.03,3.51
E0,26-09-2015,Stoke,Bournemouth,2,1,H,1,0,H,L Mason,8,11,5,6,13,11,3,7,1,0,0,0,2.55,3.3,3,2.5,3.3,2.75,2.5,3.2,2.75,2.5,3.3,2.88,2.47,3.46,3.06,2.5,3.1,3,2.55,3.3,3,41,2.6,2.48,3.53
E0,26-09-2015,Tottenham,Man City,4,1,H,1,1,D,M Clattenburg,15,22,8,8,17,6,5,9,5,1,0,0,4.2,3.8,1.91,4,3.6,1.91,3.6,3.3,2,4.2,3.75,1.9,4.03,3.82,1.96,4,3.4,1.95,4,3.8,1.95,40,4.3,3.94,3.82
E0,26-09-2015,West Ham,Norwich,2,2,D,1,1,D,M Dean,19,16,7,7,7,17,7,5,0,0,0,0,2.25,3.5,3.4,2.25,3.25,3.1,2.1,3.3,3.3,2.2,3.4,3.4,2.22,3.54,3.49,2.3,3.2,3.2,2.25,3.5,3.4,41,2.3,2.22,3.54
E0,27-09-2015,Watford,Crystal Palace,0,1,A,0,0,D,A Taylor,15,16,2,3,17,22,6,4,4,4,0,0,2.5,3.3,3.1,2.5,3.2,2.8,2.5,3.2,2.75,2.5,3.3,2.9,2.49,3.36,3.12,2.5,3.1,3,2.7,3.13,3,41,2.7,2.48,3.4
E0,28-09-2015,West Brom,Everton,2,3,A,1,0,H,R Madley,9,12,4,4,9,8,6,4,0,3,0,0,3.1,3.3,2.5,2.8,3.25,2.45,2.85,3.2,2.4,3,3.25,2.5,3.06,3.39,2.51,3.1,3,2.5,3.1,3.3,2.5,39,3.1,2.98,3.4
E0,03-10-2015,Aston Villa,Stoke,0,1,A,0,0,D,M Jones,13,12,2,5,12,12,9,5,1,0,0,0,2.5,3.3,3.1,2.5,3.25,2.95,2.4,3.3,2.75,2.5,3.3,3,2.5,3.34,3.11,2.5,3.2,2.9,2.5,3.3,3.13,44,2.55,2.47,3.4
E0,03-10-2015,Bournemouth,Watford,1,1,D,1,1,D,M Oliver,12,11,6,2,8,13,5,3,1,1,0,0,2.1,3.5,3.8,2.1,3.25,3.5,2.1,3.3,3.3,2.15,3.4,3.6,2.13,3.54,3.72,2.15,3,3.75,2.1,3.5,3.8,44,2.15,2.1,3.6
E0,03-10-2015,Chelsea,Southampton,1,3,A,1,1,D,R Madley,10,13,3,5,14,14,4,6,2,5,0,0,1.83,3.7,4.8,1.83,3.6,4.5,1.7,3.6,4.7,1.8,3.75,4.5,1.83,3.76,4.84,1.83,3.2,4.8,1.83,3.75,4.75,44,1.87,1.8,3.8
E0,03-10-2015,Crystal Palace,West Brom,2,0,H,0,0,D,J Moss,21,7,8,2,14,13,8,3,3,3,0,0,1.83,3.6,5,1.8,3.4,4.5,1.8,3.5,4.2,1.85,3.5,4.75,1.84,3.65,4.93,1.85,3.1,5,1.85,3.5,5,43,1.87,1.81,3.7
E0,03-10-2015,Man City,Newcastle,6,1,H,1,1,D,K Friend,23,6,11,4,13,8,6,3,3,1,0,0,1.25,7,13,1.25,6.25,11.5,1.25,5.5,10.3,1.25,6.5,13,1.24,6.9,13.8,1.25,6,13,1.22,7,15,43,1.26,1.23,7.25
E0,03-10-2015,Norwich,Leicester,1,2,A,0,1,A,M Clattenburg,17,16,2,5,4,4,16,8,0,1,0,0,2.3,3.5,3.3,2.3,3.1,3.2,2.3,3.3,2.9,2.25,3.4,3.3,2.26,3.63,3.31,2.25,3.4,3.1,2.3,3.6,3.2,44,2.3,2.25,3.63
E0,03-10-2015,Sunderland,West Ham,2,2,D,2,1,H,N Swarbrick,12,20,3,6,14,11,1,8,2,4,1,0,3.2,3.4,2.4,3.1,3.2,2.3,2.9,3.3,2.3,3.1,3.4,2.4,3.13,3.46,2.43,2.9,3.4,2.38,3.13,3.5,2.4,43,3.2,3.05,3.5
E0,04-10-2015,Arsenal,Man United,3,0,H,3,0,H,A Taylor,12,9,5,5,8,17,3,6,1,3,0,0,2,3.8,3.8,2,3.5,3.75,2.1,3.3,3.3,2.05,3.4,3.8,2.06,3.67,3.81,1.95,3.6,3.75,2.05,3.7,3.8,44,2.1,2.01,3.8
E0,04-10-2015,Everton,Liverpool,1,1,D,1,1,D,M Atkinson,14,13,4,4,10,19,5,11,3,3,0,0,2.7,3.4,2.8,2.7,3.2,2.75,2.6,3.2,2.6,2.7,3.25,2.8,2.75,3.42,2.75,2.75,2.8,2.9,2.7,3.4,2.8,43,2.8,2.66,3.47
E0,04-10-2015,Swansea,Tottenham,2,2,D,2,1,H,M Dean,11,19,2,11,8,19,5,6,1,4,0,0,2.75,3.25,2.8,2.65,3.2,2.65,2.6,3.2,2.6,2.7,3.2,2.75,2.72,3.33,2.84,2.62,3.25,2.7,2.7,3.4,2.8,44,2.88,2.66,3.4
E0,17-10-2015,Chelsea,Aston Villa,2,0,H,1,0,H,R East,9,8,3,1,22,17,4,4,1,3,0,0,1.33,5.75,10,1.33,5,8.5,1.35,4.8,7.6,1.36,5,10,1.34,5.41,11,1.36,4.8,8.5,1.33,5.5,10.5,46,1.37,1.34,5.75
E0,17-10-2015,Crystal Palace,West Ham,1,3,A,1,1,D,M Clattenburg,6,24,1,4,9,11,1,9,1,3,1,0,2,3.6,4,2,3.5,3.5,1.9,3.45,3.8,2,3.6,3.75,2.01,3.67,3.99,2.05,3.3,3.75,2.05,3.5,4,46,2.05,1.98,3.75
E0,17-10-2015,Everton,Man United,0,3,A,0,2,A,J Moss,12,10,3,7,12,14,5,3,2,2,0,0,3.25,3.4,2.38,3,3.3,2.4,2.9,3.3,2.3,3.25,3.25,2.38,3.23,3.4,2.4,3.2,3,2.4,3.2,3.3,2.45,45,3.3,3.15,3.44
E0,17-10-2015,Man City,Bournemouth,5,1,H,4,1,H,M Dean,15,5,11,1,11,5,1,7,2,1,0,0,1.33,5.75,10,1.33,5.25,8,1.3,5,9,1.33,5.5,10,1.34,5.58,10.6,1.36,4.8,8.5,1.33,5.5,10.5,45,1.36,1.33,5.75
E0,17-10-2015,Southampton,Leicester,2,2,D,2,0,H,P Tierney,14,26,6,7,16,10,6,7,2,0,0,0,1.75,4,5,1.75,3.7,4.4,1.8,3.5,4.2,1.75,3.75,5,1.76,3.88,5.1,1.8,3.25,5,1.75,3.9,5,46,1.8,1.75,4
E0,17-10-2015,Tottenham,Liverpool,0,0,D,0,0,D,C Pawson,13,12,4,3,15,11,8,6,1,2,0,0,2.5,3.5,3,2.5,3.2,2.95,2.5,3.2,2.75,2.4,3.4,2.88,2.48,3.54,2.99,2.5,3.3,3,2.45,3.5,3,45,2.5,2.43,3.58
E0,17-10-2015,Watford,Arsenal,0,3,A,0,0,D,M Jones,8,17,1,6,11,12,3,9,2,1,0,0,6,4.2,1.62,5,4.1,1.6,5,3.9,1.6,6,4,1.62,6.29,4.31,1.59,6,3.6,1.62,6.25,4.2,1.6,46,6.5,5.76,4.33
E0,17-10-2015,West Brom,Sunderland,1,0,H,0,0,D,M Atkinson,8,9,1,2,12,13,1,5,2,2,0,0,2.05,3.4,4.2,2.05,3.25,3.6,1.85,3.45,4,2.05,3.25,4.2,2.08,3.42,4.07,2.1,3,4,2.05,3.3,4.2,46,2.1,2.03,3.45
