HomeTeam,AwayTeam,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
Aston Villa,Hull,H,1.533333333,1,D,D,W,W,D,W,0.533333333,-0.933333333,-0.133333333,-13
Blackburn,Liverpool,NH,1.133333333,1.533333333,D,L,W,W,D,D,-0.8,0.733333333,-0.066666667,3
Man City,Chelsea,H,1.666666667,2.4,W,D,D,W,W,W,0.533333333,1.866666667,-0.533333333,4
Portsmouth,Burnley,H,0.466666667,1.133333333,L,L,L,L,D,D,-0.8,-0.8,-0.066666667,2
West Ham,Man United,NH,0.933333333,2.066666667,W,D,L,W,W,L,-0.133333333,1.133333333,-0.066666667,15
Wigan,Birmingham,NH,1.133333333,1.2,W,L,D,W,W,D,-1.066666667,-0.133333333,-0.266666667,7
Wolves,Bolton,H,0.666666667,0.8,L,L,L,L,D,L,-1,-0.8,0.066666667,1
Everton,Tottenham,NH,1,1.733333333,L,L,L,D,W,W,-0.533333333,0.933333333,-0.2,4
Fulham,Sunderland,H,1.266666667,1.333333333,D,W,L,L,W,L,0.133333333,0.066666667,0.266666667,-1
Birmingham,West Ham,H,1.2,0.933333333,W,W,D,W,D,L,-0.133333333,-0.133333333,0.2,-8
Bolton,Man City,NH,0.8125,1.625,D,L,D,D,W,D,-0.75,0.5,-0.3125,9
Burnley,Fulham,NH,1.0625,1.375,L,L,D,W,D,W,-0.875,0.1875,-0.1875,6
Chelsea,Everton,NH,2.25,1,L,W,W,D,L,L,1.6875,-0.5,0.5,-7
Hull,Blackburn,NH,1,1.125,D,W,D,D,D,L,-0.875,-0.75,0,9
Man United,Aston Villa,NH,2.125,1.625,W,W,W,W,D,D,1.3125,0.6875,0.25,-4
Stoke,Wigan,NH,1.25,1.0625,L,D,W,L,W,L,-0.25,-1.0625,0.0625,-5
Sunderland,Portsmouth,NH,1.25,0.625,L,L,W,W,L,L,0,-0.625,-0.125,-7
Tottenham,Wolves,NH,1.6875,0.8125,D,D,W,W,L,L,0.875,-0.875,0.25,-11
Liverpool,Arsenal,NH,1.5,1.9375,D,W,D,W,W,L,0.6875,1.3125,-0.1875,4
Birmingham,Blackburn,H,1.3125,1.125,W,W,W,D,D,L,-0.0625,-0.75,0.1875,-1
Bolton,West Ham,H,0.941176471,0.823529412,W,D,L,L,L,W,-0.588235294,-0.411764706,0.058823529,-3
Man United,Wolves,H,2,0.941176471,L,W,W,W,W,L,1.176470588,-0.764705882,0.176470588,-13
Sunderland,Aston Villa,NH,1.235294118,1.705882353,D,L,L,W,W,D,0,0.705882353,-0.411764706,7
Burnley,Arsenal,NH,1.058823529,1.882352941,D,L,L,D,W,W,-0.823529412,1.235294118,-0.235294118,15
Chelsea,Portsmouth,H,2.176470588,0.647058824,D,L,W,D,W,L,1.588235294,-0.588235294,0.352941176,-19
Liverpool,Wigan,H,1.411764706,1.058823529,L,D,W,D,L,W,0.588235294,-1,0.058823529,-9
Tottenham,Man City,H,1.588235294,1.529411765,L,D,D,L,D,W,0.764705882,0.294117647,0.117647059,-1
Arsenal,Hull,H,1.882352941,0.941176471,D,W,W,L,D,W,1.235294118,-1,-0.058823529,-16
Aston Villa,Stoke,H,1.705882353,1.235294118,W,W,D,D,L,D,0.705882353,-0.235294118,0.352941176,-5
Blackburn,Tottenham,NH,1.117647059,1.588235294,D,D,D,L,D,D,-0.705882353,0.764705882,-0.117647059,6
Fulham,Man United,H,1.444444444,2.055555556,W,D,W,W,L,W,0.333333333,1.277777778,-0.055555556,10
Man City,Sunderland,H,1.611111111,1.166666667,W,L,D,L,D,L,0.333333333,-0.111111111,0.222222222,-8
Portsmouth,Liverpool,H,0.611111111,1.5,L,D,W,W,L,D,-0.611111111,0.611111111,-0.222222222,13
Everton,Birmingham,NH,1,1.5,D,D,D,W,W,W,-0.444444444,0.055555556,-0.666666667,-1
West Ham,Chelsea,NH,0.777777778,2.222222222,L,L,L,W,D,L,-0.5,1.555555556,-0.333333333,16
Wolves,Burnley,H,0.888888889,1.055555556,L,W,W,D,D,L,-0.888888889,-0.777777778,0.166666667,-3
Birmingham,Chelsea,NH,1.5,2.222222222,W,W,W,W,D,L,0.055555556,1.555555556,0.277777778,8
Burnley,Bolton,NH,1.055555556,0.944444444,D,D,L,D,W,D,-0.777777778,-0.555555556,-0.166666667,4
Fulham,Tottenham,NH,1.444444444,1.666666667,W,D,W,W,L,D,0.333333333,0.888888889,0.166666667,8
Liverpool,Wolves,H,1.5,0.888888889,W,L,D,L,W,W,0.611111111,-0.888888889,0.111111111,-8
Man City,Stoke,H,1.684210526,1.105263158,W,W,L,L,L,D,0.421052632,-0.368421053,0.421052632,-6
Sunderland,Everton,NH,1.105263158,1,L,L,D,D,D,D,-0.157894737,-0.421052632,-0.157894737,5
West Ham,Portsmouth,H,0.789473684,0.736842105,D,L,L,W,L,D,-0.473684211,-0.473684211,-0.157894737,-3
Wigan,Blackburn,NH,1,1,D,L,D,L,L,D,-0.947368421,-0.789473684,0.105263158,6
Arsenal,Aston Villa,H,2,1.842105263,W,W,D,W,W,W,1.421052632,0.789473684,0,-3
Hull,Man United,NH,0.894736842,1.947368421,L,D,L,L,W,L,-1.052631579,1.052631579,-0.210526316,17
Blackburn,Sunderland,NH,1,1.105263158,L,L,D,L,L,D,-0.789473684,-0.157894737,0.105263158,-3
Chelsea,Fulham,H,2.157894737,1.421052632,D,W,D,D,W,D,1.473684211,0.315789474,-0.052631579,-11
Everton,Burnley,H,1,1,D,D,D,L,D,D,-0.421052632,-0.842105263,0.105263158,-10
Stoke,Birmingham,NH,1.105263158,1.473684211,L,L,D,D,W,W,-0.368421053,0.052631579,-0.578947368,2
Tottenham,West Ham,H,1.7,0.9,D,W,W,W,D,L,0.9,-0.35,0.2,-13
Wolves,Man City,NH,0.95,1.75,L,W,L,W,W,W,-0.8,0.55,-0.05,10
Aston Villa,Liverpool,NH,1.75,1.5,L,W,W,W,L,W,0.6,0.55,0.25,-1
Bolton,Hull,NH,0.9,0.85,L,D,D,L,L,D,-0.6,-1.1,0.2,-5
Man United,Wigan,H,2,0.95,W,L,W,L,D,L,1.1,-1.15,0.35,-14
Portsmouth,Arsenal,NH,0.7,2.05,L,W,L,W,W,W,-0.55,1.5,-0.3,17
Stoke,Fulham,H,1.05,1.35,L,L,L,L,D,W,-0.4,0.25,-0.35,-1
Arsenal,Everton,NH,2.05,1.1,W,W,W,W,D,D,1.5,-0.3,0.3,-5
Birmingham,Man United,NH,1.45,2,D,D,W,W,L,W,0.05,1.1,0.1,7
Man City,Blackburn,H,1.75,1,W,W,W,D,L,L,0.55,-0.75,0.35,-5
Chelsea,Sunderland,H,2.142857143,1.095238095,W,D,D,D,D,L,1.380952381,-0.142857143,0.285714286,-12
Everton,Man City,H,1.095238095,1.80952381,D,W,D,W,W,W,-0.285714286,0.666666667,-0.238095238,3
Man United,Burnley,H,2.047619048,0.952380952,W,W,L,L,D,L,1.285714286,-0.857142857,0.285714286,-16
Stoke,Liverpool,NH,1.142857143,1.571428571,W,L,L,W,W,L,-0.333333333,0.571428571,-0.238095238,4
Tottenham,Hull,NH,1.761904762,0.857142857,W,D,W,D,L,L,0.952380952,-1.047619048,0.380952381,-15
Wolves,Wigan,NH,0.904761905,1.047619048,L,L,W,W,L,D,-0.904761905,-1,0.047619048,-1
Aston Villa,West Ham,NH,1.666666667,0.857142857,L,L,W,L,W,D,0.523809524,-0.428571429,0.238095238,-11
Blackburn,Fulham,H,1,1.285714286,D,D,L,L,L,D,-0.714285714,0.19047619,-0.095238095,-2
Bolton,Arsenal,NH,0.857142857,2,L,L,D,D,W,W,-0.666666667,1.428571429,-0.285714286,11
Arsenal,Bolton,H,2,0.857142857,D,W,W,L,L,D,1.428571429,-0.666666667,0.285714286,-11
Liverpool,Tottenham,H,1.545454545,1.727272727,D,W,W,D,W,D,0.545454545,0.909090909,-0.045454545,3
Man United,Hull,H,2,0.863636364,D,W,W,D,D,L,1.227272727,-1,0.318181818,-17
Bolton,Burnley,H,0.954545455,0.909090909,W,L,L,L,L,D,-0.590909091,-0.954545455,0.136363636,-4
Portsmouth,West Ham,NH,0.681818182,0.863636364,D,L,L,D,L,W,-0.636363636,-0.409090909,-0.045454545,3
Tottenham,Fulham,H,1.727272727,1.227272727,D,W,D,L,L,L,0.909090909,0.090909091,0.318181818,-8
Wolves,Liverpool,NH,0.863636364,1.545454545,L,L,L,D,W,W,-0.954545455,0.545454545,-0.318181818,8
Aston Villa,Arsenal,NH,1.636363636,2.045454545,D,L,L,W,D,W,0.5,1.454545455,-0.272727273,3
Blackburn,Wigan,H,0.954545455,1,L,D,D,L,W,L,-0.818181818,-1,-0.090909091,-6
Chelsea,Birmingham,H,2.181818182,1.5,W,W,D,D,W,D,1.545454545,0.090909091,0.090909091,-8
Everton,Sunderland,H,1.181818182,1.045454545,W,D,W,L,D,D,-0.181818182,-0.363636364,0.318181818,-5
Birmingham,Tottenham,NH,1.434782609,1.652173913,L,D,W,L,D,W,-0.043478261,0.782608696,-0.086956522,5
Burnley,Chelsea,NH,0.869565217,2.217391304,L,L,L,W,W,W,-0.956521739,1.608695652,-0.434782609,17
Fulham,Aston Villa,NH,1.173913043,1.608695652,L,L,L,D,D,L,0,0.47826087,-0.173913043,6
Hull,Wolves,NH,0.826086957,0.869565217,L,D,D,D,L,L,-1.130434783,-0.913043478,-0.086956522,4
Liverpool,Bolton,H,1.608695652,0.913043478,W,D,W,L,W,L,0.608695652,-0.652173913,0.260869565,-7
West Ham,Blackburn,NH,0.869565217,1.043478261,D,D,L,W,L,D,-0.391304348,-0.695652174,0.043478261,7
Wigan,Everton,NH,0.956521739,1.260869565,L,L,W,W,W,D,-1,-0.086956522,-0.304347826,8
Arsenal,Man United,NH,2.086956522,2.043478261,W,W,D,W,D,W,1.47826087,1.304347826,0.130434783,1
Man City,Portsmouth,H,1.782608696,0.652173913,W,L,W,L,D,L,0.608695652,-0.695652174,0.347826087,-15
Sunderland,Stoke,NH,1,1.130434783,L,L,D,D,D,W,-0.434782609,-0.304347826,-0.130434783,2
Hull,Chelsea,NH,0.833333333,2.25,D,L,D,W,W,W,-1.083333333,1.583333333,-0.416666667,18
Fulham,Portsmouth,H,1.125,0.625,L,L,L,L,L,D,-0.083333333,-0.708333333,-0.041666667,-8
Bolton,Fulham,NH,0.916666667,1.125,D,L,W,L,L,L,-0.625,-0.083333333,0.166666667,2
Burnley,West Ham,H,0.833333333,0.875,L,L,L,D,D,D,-0.958333333,-0.375,-0.208333333,1
Hull,Man City,H,0.833333333,1.708333333,D,L,D,L,W,L,-1.083333333,0.541666667,-0.25,14
Liverpool,Everton,H,1.583333333,1.333333333,D,W,D,W,W,W,0.583333333,-0.041666667,-0.083333333,-1
Man United,Portsmouth,H,2.083333333,0.625,W,W,D,L,L,D,1.416666667,-0.708333333,0.5,-18
Stoke,Blackburn,H,1.208333333,1.125,W,D,D,W,W,L,-0.166666667,-0.625,0,1
Sunderland,Wigan,NH,1,0.958333333,D,L,L,D,L,L,-0.416666667,-0.958333333,-0.041666667,-3
Tottenham,Aston Villa,NH,1.708333333,1.666666667,W,L,D,W,D,D,0.833333333,0.541666667,0.125,-2
Birmingham,Wolves,H,1.48,0.84,W,D,L,L,D,D,0,-0.88,0.24,-6
Chelsea,Arsenal,H,2.2,1.96,D,W,W,L,D,W,1.52,1.28,0.2,-2
Fulham,Burnley,H,1.2,0.92,W,L,L,W,L,L,-0.04,-0.88,0,-6
Man City,Bolton,H,1.76,0.88,W,L,W,L,D,L,0.6,-0.68,0.2,-9
Portsmouth,Sunderland,NH,0.6,1,L,L,L,D,D,L,-0.88,-0.4,-0.08,7
Wigan,Stoke,NH,0.96,1.2,D,D,L,D,W,D,-0.92,-0.16,-0.16,5
Arsenal,Liverpool,H,1.96,1.64,L,D,W,W,D,W,1.28,0.64,-0.12,-4
Aston Villa,Man United,NH,1.64,2.12,D,W,D,W,W,W,0.52,1.44,-0.28,4
Blackburn,Hull,H,1.12,0.84,D,W,W,D,D,L,-0.6,-1.04,0.16,-9
Everton,Chelsea,H,1.28,2.2,L,W,W,D,W,W,-0.08,1.52,-0.12,7
West Ham,Birmingham,H,0.923076923,1.423076923,W,L,D,L,W,D,-0.307692308,-0.076923077,0.038461538,8
Wolves,Tottenham,H,0.923076923,1.653846154,W,L,D,D,D,W,-0.807692308,0.769230769,-0.038461538,11
Stoke,Man City,NH,1.192307692,1.730769231,D,D,W,D,W,L,-0.153846154,0.576923077,0,6
Wigan,Bolton,NH,0.961538462,0.884615385,D,D,D,D,L,D,-0.884615385,-0.653846154,-0.076923077,2
Arsenal,Sunderland,H,1.884615385,1,L,L,D,D,D,D,1.153846154,-0.384615385,0.153846154,-10
Everton,Man United,H,1.346153846,2.153846154,W,L,W,W,W,W,-0.038461538,1.576923077,-0.038461538,6
Portsmouth,Stoke,NH,0.615384615,1.192307692,D,L,L,D,D,W,-0.846153846,-0.153846154,-0.192307692,9
West Ham,Hull,H,0.923076923,0.923076923,W,L,D,W,D,D,-0.307692308,-0.961538462,0,-2
Wolves,Chelsea,NH,0.923076923,2.230769231,W,L,D,W,D,W,-0.807692308,1.538461538,-0.307692308,14
Aston Villa,Burnley,H,1.615384615,0.884615385,D,D,W,L,W,L,0.5,-0.961538462,0.153846154,-12
Blackburn,Bolton,H,1.148148148,0.851851852,W,L,D,L,D,L,-0.62962963,-0.740740741,0.296296296,-4
Fulham,Birmingham,H,1.259259259,1.37037037,W,D,W,L,L,W,0.074074074,-0.111111111,0.111111111,3
Man City,Liverpool,NH,1.703703704,1.62962963,D,D,W,L,W,W,0.555555556,0.592592593,-0.074074074,-2
Wigan,Tottenham,NH,0.925925926,1.592592593,L,D,D,L,D,D,-0.962962963,0.703703704,-0.074074074,12
Man United,West Ham,H,2.111111111,1,D,W,W,W,W,L,1.518518519,-0.185185185,0.185185185,-15
Birmingham,Wigan,H,1.37037037,0.925925926,L,L,W,L,D,D,-0.111111111,-0.962962963,0.037037037,-7
Bolton,Wolves,H,0.851851852,0.888888889,L,D,L,L,W,L,-0.740740741,-0.851851852,-0.111111111,-1
Burnley,Portsmouth,NH,0.851851852,0.592592593,L,L,W,L,D,L,-1.037037037,-0.851851852,0.074074074,-2
Chelsea,Man City,NH,2.148148148,1.703703704,L,W,D,D,D,W,1.444444444,0.555555556,0.074074074,-4
Stoke,Arsenal,NH,1.259259259,1.925925926,W,D,D,W,L,L,-0.111111111,1.148148148,0.074074074,8
Liverpool,Blackburn,H,1.607142857,1.214285714,D,L,W,W,W,L,0.571428571,-0.5,-0.071428571,-3
Sunderland,Fulham,NH,0.964285714,1.321428571,D,L,D,W,W,D,-0.428571429,0.107142857,-0.214285714,1
Tottenham,Everton,H,1.642857143,1.357142857,W,L,D,L,W,W,0.785714286,0,-0.035714286,-4
Arsenal,Burnley,H,1.964285714,0.821428571,W,W,L,L,L,L,1.178571429,-1.035714286,0.142857143,-15
West Ham,Bolton,NH,0.964285714,0.928571429,L,W,W,W,L,D,-0.285714286,-0.678571429,0.071428571,3
Wolves,Man United,NH,0.857142857,2.035714286,L,L,W,L,D,W,-0.857142857,1.392857143,-0.214285714,13
Everton,Hull,H,1.357142857,0.857142857,L,W,W,L,L,W,0,-1.035714286,0.142857143,-11
Wigan,Liverpool,H,0.892857143,1.607142857,L,L,D,D,L,W,-0.964285714,0.571428571,-0.178571429,9
Portsmouth,Birmingham,NH,0.678571429,1.428571429,W,L,D,W,L,L,-0.785714286,-0.071428571,-0.107142857,11
Sunderland,Bolton,H,0.964285714,0.928571429,D,L,D,W,L,D,-0.428571429,-0.678571429,-0.035714286,-1
Burnley,Stoke,NH,0.793103448,1.206896552,L,L,L,D,L,W,-1.068965517,-0.172413793,-0.103448276,7
Birmingham,Everton,NH,1.482758621,1.413793103,W,W,L,W,L,W,-0.034482759,0.137931034,0,1
Bolton,Wigan,H,1,0.965517241,W,W,L,W,L,L,-0.620689655,-0.896551724,0.068965517,-2
Burnley,Wolves,NH,0.793103448,0.827586207,L,L,L,L,L,L,-1.068965517,-0.862068966,0,3
Chelsea,West Ham,H,2.103448276,0.931034483,L,W,L,L,L,W,1.344827586,-0.310344828,0.034482759,-16
Hull,Arsenal,NH,0.827586207,2,L,L,L,W,W,W,-1.137931034,1.206896552,-0.172413793,16
Stoke,Aston Villa,NH,1.206896552,1.689655172,D,L,W,W,D,W,-0.172413793,0.586206897,-0.103448276,5
Tottenham,Blackburn,H,1.689655172,1.172413793,W,W,L,L,W,W,0.793103448,-0.517241379,0.034482759,-6
Man United,Fulham,H,2.068965517,1.310344828,W,L,D,D,W,W,1.448275862,0.103448276,-0.034482759,-10
Sunderland,Man City,NH,1.034482759,1.724137931,W,D,L,D,W,D,-0.275862069,0.586206897,-0.103448276,8
Liverpool,Portsmouth,H,1.6,0.633333333,L,W,D,L,L,W,0.533333333,-0.866666667,0.1,-13
Wigan,Aston Villa,NH,0.933333333,1.666666667,L,W,L,D,W,D,-1,0.566666667,-0.166666667,10
Arsenal,West Ham,H,2.033333333,0.9,W,W,W,L,L,L,1.233333333,-0.4,0.2,-14
Aston Villa,Wolves,NH,1.666666667,0.9,D,W,D,W,L,L,0.566666667,-0.8,0.1,-9
Everton,Bolton,H,1.4,0.966666667,D,W,L,L,W,W,0.133333333,-0.733333333,0.1,-6
Portsmouth,Hull,H,0.633333333,0.8,L,L,W,L,L,L,-0.866666667,-1.133333333,0.033333333,1
Stoke,Tottenham,NH,1.2,1.733333333,D,D,L,W,W,W,-0.166666667,0.833333333,-0.133333333,7
Sunderland,Birmingham,H,1.033333333,1.466666667,D,W,D,D,W,W,-0.266666667,-0.033333333,-0.033333333,4
Wigan,Burnley,H,0.933333333,0.8,L,W,L,D,L,L,-1,-1.033333333,0.1,-2
Blackburn,Chelsea,NH,1.133333333,2.133333333,L,L,W,W,L,W,-0.566666667,1.4,-0.1,9
Fulham,Man City,NH,1.225806452,1.709677419,L,L,D,L,W,D,-0.032258065,0.516129032,-0.032258065,7
Man United,Liverpool,H,2.129032258,1.64516129,W,W,W,W,L,W,1.483870968,0.612903226,0.096774194,-5
West Ham,Wolves,NH,0.870967742,0.903225806,L,L,L,D,W,L,-0.451612903,-0.774193548,-0.032258065,2
Aston Villa,Sunderland,NH,1.64516129,1.096774194,D,D,W,W,D,W,0.548387097,-0.193548387,0.032258065,-7
Blackburn,Birmingham,H,1.129032258,1.419354839,D,L,L,L,D,W,-0.548387097,-0.096774194,0,1
Man City,Everton,NH,1.709677419,1.451612903,L,W,D,W,D,W,0.516129032,0.193548387,-0.064516129,-3
Portsmouth,Chelsea,NH,0.709677419,2.096774194,W,L,L,D,W,L,-0.806451613,1.35483871,-0.032258065,19
Birmingham,Arsenal,NH,1.419354839,2.064516129,L,D,W,W,W,W,-0.096774194,1.225806452,-0.258064516,6
Bolton,Man United,NH,1.032258065,2.129032258,W,L,W,W,W,W,-0.580645161,1.483870968,-0.032258065,12
Chelsea,Aston Villa,H,2.096774194,1.64516129,D,W,L,D,D,W,1.35483871,0.548387097,-0.064516129,-5
Hull,Fulham,H,0.84375,1.1875,W,L,L,L,L,L,-1.03125,-0.09375,-0.03125,7
Tottenham,Portsmouth,H,1.8125,0.6875,W,W,W,L,W,L,0.875,-0.9375,0.28125,-16
West Ham,Stoke,NH,0.84375,1.21875,L,L,L,W,L,D,-0.5,-0.15625,-0.15625,6
Wolves,Everton,NH,0.96875,1.5,W,D,W,W,W,D,-0.6875,0.25,-0.09375,7
Burnley,Blackburn,NH,0.75,1.1875,L,L,D,W,D,L,-1.03125,-0.5,-0.1875,8
Liverpool,Sunderland,H,1.59375,1.09375,L,W,L,D,W,D,0.5625,-0.1875,-0.0625,-6
Man City,Wigan,H,1.75,0.96875,W,L,W,W,L,L,0.59375,-0.9375,0.125,-11
Arsenal,Wolves,H,2.09375,0.96875,W,W,W,W,D,W,1.25,-0.6875,0.25,-12
Bolton,Aston Villa,NH,1,1.59375,L,W,L,L,D,D,-0.625,0.34375,0.09375,8
Burnley,Man City,NH,0.75,1.75,L,L,D,W,L,W,-1.03125,0.59375,-0.28125,13
Man United,Chelsea,NH,2.181818182,2.151515152,W,W,W,W,W,D,1.545454545,1.606060606,0.151515152,1
Portsmouth,Blackburn,NH,0.666666667,1.242424242,L,L,W,W,W,D,-0.96969697,-0.454545455,-0.121212121,10
Stoke,Hull,H,1.272727273,0.818181818,W,W,L,L,W,L,-0.090909091,-1.060606061,0.151515152,-8
Sunderland,Tottenham,H,1.060606061,1.757575758,L,D,W,L,W,W,-0.272727273,0.787878788,-0.121212121,9
Birmingham,Liverpool,NH,1.363636364,1.636363636,D,L,L,W,L,W,-0.121212121,0.636363636,-0.121212121,2
Everton,West Ham,NH,1.484848485,0.818181818,D,W,W,L,L,L,0.242424242,-0.515151515,0.333333333,-9
Fulham,Wigan,H,1.242424242,0.939393939,W,L,L,L,W,L,-0.060606061,-1,-0.060606061,-4
Hull,Burnley,NH,0.818181818,0.727272727,L,W,L,L,L,L,-1.060606061,-1.03030303,0.060606061,1
West Ham,Sunderland,H,0.818181818,1.060606061,L,L,L,L,D,W,-0.515151515,-0.272727273,-0.242424242,4
Blackburn,Man United,NH,1.242424242,2.181818182,W,W,D,W,W,W,-0.454545455,1.545454545,-0.242424242,8
Liverpool,Fulham,NH,1.617647059,1.235294118,D,W,L,D,W,L,0.617647059,-0.058823529,0.088235294,-5
Man City,Birmingham,H,1.823529412,1.352941176,W,W,W,D,D,L,0.823529412,-0.117647059,0.264705882,-4
Wolves,Stoke,NH,0.941176471,1.264705882,L,D,W,D,W,W,-0.676470588,-0.088235294,0,4
Chelsea,Bolton,H,2.176470588,0.941176471,W,W,W,L,L,L,1.588235294,-0.735294118,0.294117647,-13
Aston Villa,Everton,NH,1.617647059,1.470588235,D,W,L,D,D,W,0.352941176,0.235294118,-0.088235294,-2
Tottenham,Arsenal,H,1.794117647,2.088235294,W,L,W,W,D,W,0.794117647,1.205882353,-0.029411765,1
Wigan,Portsmouth,NH,0.911764706,0.676470588,L,L,W,D,L,L,-1,-0.941176471,-0.029411765,-4
Birmingham,Hull,NH,1.352941176,0.794117647,D,D,L,L,L,W,-0.117647059,-1.117647059,0,-10
Blackburn,Everton,NH,1.235294118,1.470588235,D,W,W,D,D,W,-0.441176471,0.235294118,-0.029411765,2
Fulham,Wolves,NH,1.235294118,0.941176471,D,W,L,L,D,W,-0.058823529,-0.676470588,-0.117647059,-3
Man City,Man United,NH,1.771428571,2.085714286,L,W,W,D,L,W,0.771428571,1.428571429,-0.028571429,3
Stoke,Bolton,NH,1.228571429,0.914285714,L,D,W,L,L,L,-0.114285714,-0.742857143,0.114285714,-3
Sunderland,Burnley,H,1.085714286,0.771428571,L,W,L,W,L,L,-0.228571429,-1.028571429,0.114285714,-5
Tottenham,Chelsea,H,1.828571429,2.2,W,W,L,W,W,W,0.8,1.571428571,-0.028571429,3
Portsmouth,Aston Villa,NH,0.685714286,1.657142857,D,D,L,W,D,W,-0.914285714,0.371428571,-0.085714286,14
Wigan,Arsenal,H,0.914285714,2.028571429,D,L,L,L,W,D,-0.971428571,1.142857143,-0.171428571,13
Liverpool,West Ham,H,1.6,0.885714286,D,D,W,W,D,L,0.6,-0.457142857,0.114285714,-10
Hull,Aston Villa,NH,0.8,1.657142857,D,L,L,W,D,W,-1.085714286,0.371428571,-0.114285714,13
Arsenal,Man City,NH,2.028571429,1.771428571,L,W,D,L,W,W,1.142857143,0.771428571,0.028571429,-2
Bolton,Portsmouth,NH,0.914285714,0.685714286,L,L,L,D,D,L,-0.742857143,-0.914285714,-0.057142857,-6
Hull,Sunderland,NH,0.777777778,1.138888889,L,D,L,W,L,W,-1.111111111,-0.194444444,-0.083333333,6
Man United,Tottenham,H,2.111111111,1.777777778,W,D,L,L,W,W,1.416666667,0.722222222,0.027777778,-2
West Ham,Wigan,H,0.861111111,0.972222222,L,W,D,W,D,L,-0.527777778,-0.916666667,-0.083333333,1
Wolves,Blackburn,NH,0.944444444,1.194444444,D,D,L,L,D,D,-0.638888889,-0.444444444,-0.055555556,5
Aston Villa,Birmingham,H,1.694444444,1.305555556,W,W,D,D,L,D,0.416666667,-0.222222222,0.194444444,-3
Burnley,Liverpool,NH,0.75,1.638888889,L,W,L,W,D,D,-1.027777778,0.666666667,-0.138888889,11
Chelsea,Stoke,H,2.138888889,1.194444444,L,W,W,L,L,D,1.5,-0.305555556,0.138888889,-10
Everton,Fulham,H,1.5,1.194444444,W,D,D,L,D,D,0.25,-0.083333333,0.111111111,-4
Birmingham,Burnley,H,1.305555556,0.75,D,L,D,L,W,L,-0.222222222,-1.027777778,0,-9
Man City,Aston Villa,H,1.75,1.694444444,D,L,W,W,W,D,0.75,0.416666667,0,-1
Portsmouth,Wolves,H,0.675675676,0.945945946,D,L,D,D,D,D,-0.891891892,-0.621621622,-0.027027027,5
Stoke,Everton,NH,1.189189189,1.540540541,D,L,L,W,W,D,-0.297297297,0.27027027,-0.108108108,3
Tottenham,Bolton,H,1.810810811,0.972972973,W,L,W,D,W,L,0.72972973,-0.675675676,0.135135135,-10
Fulham,West Ham,H,1.243243243,0.918918919,W,L,D,W,L,W,-0.054054054,-0.486486486,0.027027027,-5
Liverpool,Chelsea,NH,1.675675676,2.162162162,W,W,D,W,L,W,0.756756757,1.648648649,-0.027027027,6
Sunderland,Man United,NH,1.189189189,2.135135135,W,W,L,W,W,D,-0.162162162,1.432432432,-0.027027027,11
Blackburn,Arsenal,H,1.189189189,1.945945946,D,L,D,D,L,L,-0.432432432,1.054054054,0.027027027,7
Wigan,Hull,NH,0.945945946,0.756756757,L,W,D,L,L,D,-0.918918919,-1.108108108,0.081081081,-3
Fulham,Stoke,NH,1.243243243,1.189189189,W,L,D,D,L,L,-0.054054054,-0.297297297,0.081081081,1
Man City,Tottenham,NH,1.783783784,1.810810811,W,D,L,W,L,W,0.783783784,0.72972973,0.027027027,1
Arsenal,Fulham,H,1.894736842,1.210526316,L,D,L,L,W,L,1,-0.078947368,-0.026315789,-9
Aston Villa,Blackburn,NH,1.684210526,1.236842105,L,W,W,W,D,L,0.368421053,-0.394736842,0.105263158,-4
Bolton,Birmingham,H,0.947368421,1.315789474,L,D,W,W,L,D,-0.684210526,-0.210526316,-0.026315789,5
Burnley,Tottenham,H,0.710526316,1.842105263,L,L,L,W,W,L,-1.105263158,0.736842105,-0.236842105,14
Chelsea,Wigan,H,2.184210526,0.947368421,W,W,L,D,L,W,1.657894737,-0.894736842,0.184210526,-15
Everton,Portsmouth,H,1.526315789,0.736842105,D,W,W,W,D,L,0.263157895,-0.815789474,0.078947368,-12
Hull,Liverpool,NH,0.763157895,1.631578947,D,L,L,L,W,W,-1.078947368,0.684210526,-0.157894737,12
Man United,Stoke,H,2.157894737,1.236842105,W,W,W,W,D,L,1.421052632,-0.263157895,0.131578947,-9
West Ham,Man City,NH,0.894736842,1.736842105,L,W,L,L,W,D,-0.5,0.736842105,0,12
Wolves,Sunderland,H,0.921052632,1.157894737,L,D,D,L,W,W,-0.657894737,-0.184210526,-0.157894737,2
Aston Villa,West Ham,H,0,0,M,M,M,M,M,M,0,0,0,-11
Blackburn,Everton,H,0,0,M,M,M,M,M,M,0,0,0,8
Bolton,Fulham,NH,0,0,M,M,M,M,M,M,0,0,0,6
Chelsea,West Brom,H,0,0,M,M,M,M,M,M,0,0,0,-9
Sunderland,Birmingham,NH,0,0,M,M,M,M,M,M,0,0,0,-8
Tottenham,Man City,NH,0,0,M,M,M,M,M,M,0,0,0,2
Wigan,Blackpool,NH,0,0,M,M,M,M,M,M,0,0,0,-3
Wolves,Stoke,H,0,0,M,M,M,M,M,M,0,0,0,4
Liverpool,Arsenal,NH,0,0,M,M,M,M,M,M,0,0,0,2
